,datasetId,user,baseSf,baseAdduct,otherSf,otherAdduct,rank
1692,2017-01-19_15h48m03s,U_Melbourne_tagger4,C18H36O2,-H,C42H81NO12S,-H,
1693,2017-01-19_15h48m03s,U_Melbourne_tagger4,C18H36O2,-H,C26H32O11,-H,
1694,2017-01-19_15h48m03s,U_Melbourne_tagger4,C18H36O2,-H,C48H76O21,-H,
1695,2017-01-19_15h48m03s,U_Melbourne_tagger4,C18H36O2,-H,C27H45O6,-H,0.0
1696,2017-01-19_15h48m03s,U_Melbourne_tagger4,C18H36O2,-H,C47H83O13P,-H,1.0
1697,2017-01-19_15h48m03s,U_Melbourne_tagger4,C18H36O2,-H,C46H78NO10P,-H,2.0
1698,2017-01-19_15h48m03s,U_Melbourne_tagger4,C18H36O2,-H,C45H80NO8P,-H,3.0
1699,2017-01-19_15h48m03s,U_Melbourne_tagger4,C18H36O2,-H,C45H78NO7P,-H,4.0
1700,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C20H38O2,-H,
1701,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C30H46O12,-H,
1702,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C42H81NO12S,-H,
1703,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C26H32O11,-H,
1704,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C48H76O21,-H,
1705,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C27H45O6,-H,0.0
1706,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C47H83O13P,-H,1.0
1707,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C45H80NO8P,-H,2.0
1708,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C46H78NO10P,-H,2.0
1709,2017-01-19_15h48m03s,U_Melbourne_tagger5,C18H36O2,-H,C45H78NO7P,-H,2.0
1720,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C14H8N2,-H,
1721,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C16H17N3O2S,-H,
1722,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C12H13NO4,-H,0.0
1723,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C26H34O6,-H,0.0
1724,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C14H18N2O3,-H,1.0
1725,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C9H11NO2,-H,1.0
1726,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C15H18N2O3,-H,2.0
1727,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C13H16N2,-H,3.0
1728,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C12H10N2,-H,4.0
1729,2017-01-20_17h52m13s,♡EMBL♡_tagger0,C12H13NO4,-H,C16H16F3NO,-H,4.0
1730,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C11H10N2,-H,0.0
1731,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C12H11NO4,-H,1.0
1732,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C11H9NO3,-H,1.0
1733,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C15H18N2O3,-H,2.0
1734,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C12H16N2O4,-H,3.0
1735,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C27H38O7,-H,7.0
1736,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C12H16N2O3,-H,8.0
1737,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C12H14N2O3,-H,8.0
1738,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C13H16N2O2,-H,8.0
1739,2017-01-20_17h52m13s,♡EMBL♡_tagger5,C12H10N2O,-H,C27H38O6,-H,9.0
1740,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C11H10N2,-H,0.0
1741,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C12H11NO4,-H,1.0
1742,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C11H9NO3,-H,1.0
1743,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C12H16N2O4,-H,2.0
1744,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C27H38O7,-H,3.0
1745,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C15H18N2O3,-H,6.0
1746,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C27H38O6,-H,7.0
1747,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C12H16N2O3,-H,8.0
1748,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C12H14N2O3,-H,8.0
1749,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H10N2O,-H,C13H16N2O2,-H,8.0
1750,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C12H13NO4,-H,0.0
1751,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C14H18N2O3,-H,1.0
1752,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C9H11NO2,-H,2.0
1753,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C13H16N2,-H,3.0
1754,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C26H34O6,-H,4.0
1755,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C15H18N2O3,-H,5.0
1756,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C12H10N2,-H,8.0
1757,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C16H16F3NO,-H,8.0
1758,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C14H8N2,-H,9.0
1759,2017-01-20_17h52m13s,♡EMBL♡_tagger6,C12H13NO4,-H,C16H17N3O2S,-H,9.0
1760,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C27H38O7,-H,
1761,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C12H11NO4,-H,0.0
1762,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C11H9NO3,-H,1.0
1763,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C12H16N2O4,-H,2.0
1764,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C15H18N2O3,-H,3.0
1765,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C11H10N2,-H,6.0
1766,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C27H38O6,-H,8.0
1767,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C12H16N2O3,-H,9.0
1768,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C12H14N2O3,-H,9.0
1769,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H10N2O,-H,C13H16N2O2,-H,9.0
1770,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C12H10N2,-H,
1771,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C13H16N2,-H,
1772,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C14H8N2,-H,
1773,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C16H16F3NO,-H,
1774,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C16H17N3O2S,-H,
1775,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C12H13NO4,-H,0.0
1776,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C14H18N2O3,-H,1.0
1777,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C15H18N2O3,-H,2.0
1778,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C26H34O6,-H,3.0
1779,2017-01-20_17h52m13s,♡EMBL♡_tagger7,C12H13NO4,-H,C9H11NO2,-H,4.0
1830,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C46H89NO12S,-H,
1831,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C48H93NO12S,-H,
1832,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C18H13N3O,-H,
1833,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C24H47NO10S,-H,
1834,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C42H81NO11S,-H,
1835,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C45H78NO8P,-H,0.0
1836,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C45H79O13P,-H,3.0
1837,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C45H79O13P,-H,3.0
1838,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C39H73O8P,-H,5.0
1839,2017-01-26_09h08m49s,JLU_Giessen_tagger2,C45H78NO7P,-H,C21H41O6P,-H,6.0
1840,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C18H13N3O,-H,
1841,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C45H78NO8P,-H,0.0
1842,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C45H79O13P,-H,1.0
1843,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C45H79O13P,-H,2.0
1844,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C39H73O8P,-H,3.0
1845,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C21H41O6P,-H,4.0
1846,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C46H89NO12S,-H,8.0
1847,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C48H93NO12S,-H,8.0
1848,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C24H47NO10S,-H,8.0
1849,2017-01-26_09h08m49s,JLU_Giessen_tagger3,C45H78NO7P,-H,C42H81NO11S,-H,8.0
1850,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C45H78NO8P,-H,0.0
1851,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C45H79O13P,-H,1.0
1852,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C45H79O13P,-H,2.0
1853,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C39H73O8P,-H,3.0
1854,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C21H41O6P,-H,4.0
1855,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C48H93NO12S,-H,5.0
1856,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C46H89NO12S,-H,6.0
1857,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C24H47NO10S,-H,7.0
1858,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C42H81NO11S,-H,8.0
1859,2017-01-26_09h08m49s,JLU_Giessen_tagger4,C45H78NO7P,-H,C18H13N3O,-H,9.0
1870,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C25H28N6O,+H,
1871,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C13H8O,+H,0.0
1872,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C15H18O6,+H,0.0
1873,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C10H14O10,+H,0.0
1874,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C17H20O5,+H,1.0
1875,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C17H20O5,+H,1.0
1876,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C20H12O5,+H,2.0
1877,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C11H20O16P2,+H,3.0
1878,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C11H20O16P2,+H,3.0
1879,2017-02-09_16h35m32s,♡EMBL♡_tagger0,C14H10,+H,C19H12O2,+H,4.0
1880,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C15H18O6,+H,0.0
1881,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C17H20O5,+H,1.0
1882,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C13H8O,+H,2.0
1883,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C20H12O5,+H,3.0
1884,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C10H14O10,+H,3.0
1885,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C25H28N6O,+H,4.0
1886,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C17H20O5,+H,5.0
1887,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C19H12O2,+H,6.0
1888,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C11H20O16P2,+H,7.0
1889,2017-02-09_16h35m32s,♡EMBL♡_tagger1,C14H10,+H,C11H20O16P2,+H,8.0
1890,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C11H20O16P2,+H,
1891,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C25H28N6O,+H,
1892,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C11H20O16P2,+H,
1893,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C13H8O,+H,0.0
1894,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C15H18O6,+H,1.0
1895,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C17H20O5,+H,2.0
1896,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C17H20O5,+H,2.0
1897,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C10H14O10,+H,6.0
1898,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C19H12O2,+H,9.0
1899,2017-02-09_16h35m32s,♡EMBL♡_tagger7,C14H10,+H,C20H12O5,+H,9.0
1910,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C27H53O12P,-H,0.0
1911,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C47H84O16P2,-H,1.0
1912,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C21H44NO7P,-H,1.0
1913,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C37H71O8P,-H,2.0
1914,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C16H20O11,-H,3.0
1915,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C18H22O11,-H,3.0
1916,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C22H20O11,-H,3.0
1917,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C24H22O11,-H,3.0
1918,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C39H74NO8P,-H,4.0
1919,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C18H36O2,-H,C26H45NO7S,-H,5.0
1920,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C25H49O12P,-H,0.0
1921,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C45H79O13P,-H,0.0
1922,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C20H32O2,-H,1.0
1923,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C21H13N,-H,2.0
1924,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C18H24O11,-H,2.0
1925,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C22H20O11,-H,2.0
1926,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C24H24O11,-H,2.0
1927,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C14H18N2O3,-H,3.0
1928,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C17H28O3S,-H,4.0
1929,2017-02-22_15h01m27s,JLU_Giessen_tagger0,C49H87O13P,-H,C20H20N2O4,-H,4.0
1930,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C21H13N,-H,
1931,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C14H18N2O3,-H,
1932,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C18H24O11,-H,
1933,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C45H79O13P,-H,0.0
1934,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C25H49O12P,-H,1.0
1935,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C20H32O2,-H,2.0
1936,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C17H28O3S,-H,3.0
1937,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C20H20N2O4,-H,4.0
1938,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C22H20O11,-H,5.0
1939,2017-02-22_15h01m27s,JLU_Giessen_tagger1,C49H87O13P,-H,C24H24O11,-H,5.0
1940,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C26H45NO7S,-H,
1941,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C37H71O8P,-H,
1942,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C39H74NO8P,-H,
1943,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C27H53O12P,-H,2.0
1944,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C47H84O16P2,-H,3.0
1945,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C21H44NO7P,-H,6.0
1946,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C16H20O11,-H,9.0
1947,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C18H22O11,-H,9.0
1948,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C22H20O11,-H,9.0
1949,2017-02-22_15h01m27s,JLU_Giessen_tagger3,C18H36O2,-H,C24H22O11,-H,9.0
1950,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C27H53O12P,-H,0.0
1951,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C47H84O16P2,-H,1.0
1952,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C21H44NO7P,-H,2.0
1953,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C37H71O8P,-H,3.0
1954,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C39H74NO8P,-H,4.0
1955,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C26H45NO7S,-H,5.0
1956,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C16H20O11,-H,6.0
1957,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C18H22O11,-H,6.0
1958,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C22H20O11,-H,6.0
1959,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C18H36O2,-H,C24H22O11,-H,6.0
1960,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C45H79O13P,-H,0.0
1961,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C25H49O12P,-H,1.0
1962,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C20H32O2,-H,2.0
1963,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C21H13N,-H,3.0
1964,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C18H24O11,-H,4.0
1965,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C24H24O11,-H,5.0
1966,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C22H20O11,-H,6.0
1967,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C14H18N2O3,-H,7.0
1968,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C20H20N2O4,-H,8.0
1969,2017-02-22_15h01m27s,JLU_Giessen_tagger4,C49H87O13P,-H,C17H28O3S,-H,9.0
2050,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C14H19NO9S2,+Na,0.0
2051,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C21H14O10,+Na,0.0
2052,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C18H14O6,+Na,0.0
2053,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C44H84NO8P,+Na,1.0
2054,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C45H78NO7P,+Na,1.0
2055,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C46H86NO7P,+Na,2.0
2056,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C48H86NO8P,+Na,2.0
2057,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C41H76NO8P,+Na,2.0
2058,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C43H82NO10P,+Na,3.0
2059,2017-02-23_10h06m16s,U_Copenhagen_tagger1,C16H12O4,+H,C43H74NO7P,+Na,3.0
2060,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C43H82NO10P,+Na,
2061,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C46H86NO7P,+Na,
2062,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C48H86NO8P,+Na,
2063,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C41H76NO8P,+Na,
2064,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C43H74NO7P,+Na,
2065,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C44H84NO8P,+Na,
2066,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C45H78NO7P,+Na,
2067,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C18H14O6,+Na,0.0
2068,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C14H19NO9S2,+Na,1.0
2069,2017-02-23_10h06m16s,U_Copenhagen_tagger2,C16H12O4,+H,C21H14O10,+Na,1.0
2080,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C13H10O6,+Na,
2081,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C13H28O4,+Na,
2082,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C10H16O2,+Na,
2083,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C18H18O8,+Na,
2084,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C24H38O4,+Na,
2085,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C30H22O13,+H,
2086,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C24H50NO7P,+H,0.0
2087,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C26H54NO7P,+Na,0.0
2088,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C18H33NO,+H,1.0
2089,2017-02-23_12h32m41s,U_Copenhagen_tagger1,C10H11NO,+Na,C12H22O11,+Na,2.0
2090,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C13H10O6,+Na,
2091,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C13H28O4,+Na,
2092,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C10H16O2,+Na,
2093,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C18H18O8,+Na,
2094,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C24H38O4,+Na,
2095,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C30H22O13,+H,
2096,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C26H54NO7P,+Na,0.0
2097,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C24H50NO7P,+H,1.0
2098,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C12H22O11,+Na,2.0
2099,2017-02-23_12h32m41s,U_Copenhagen_tagger2,C10H11NO,+Na,C18H33NO,+H,3.0
2100,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C24H50NO7P,+H,0.0
2101,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C18H33NO,+H,1.0
2102,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C26H54NO7P,+Na,2.0
2103,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C18H18O8,+Na,3.0
2104,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C12H22O11,+Na,4.0
2105,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C30H22O13,+H,5.0
2106,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C13H10O6,+Na,6.0
2107,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C13H28O4,+Na,6.0
2108,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C10H16O2,+Na,6.0
2109,2017-02-23_12h32m41s,U_Copenhagen_tagger3,C10H11NO,+Na,C24H38O4,+Na,6.0
2150,2017-03-03_05h57m45s,♡EMBL♡_tagger0,C25H32N3O4,+Na,C26H50NO7P,+H,0.0
