datasetId,baseSf,baseAdduct,otherSf,otherAdduct,rank
2017-01-05_08h08m58s,C8H16O2,-H,C13H26O2,-H,1.6666666666666667
2017-01-05_08h08m58s,C8H16O2,-H,C14H28O2,-H,4.0
2017-01-05_08h08m58s,C8H16O2,-H,C15H30O2,-H,2.6666666666666665
2017-01-05_08h08m58s,C8H16O2,-H,C16H32O2,-H,3.6666666666666665
2017-01-05_08h08m58s,C8H16O2,-H,C6H12O6,+Cl,7.666666666666667
2017-01-05_08h08m58s,C8H16O2,-H,C8H16O2,-H,0.0
2017-01-05_08h08m58s,C8H16O2,-H,C9H18O2,-H,3.6666666666666665
2017-01-05_08h08m58s,C8H5NO2,-H,C10H20O2,-H,0.3333333333333333
2017-01-05_08h08m58s,C8H5NO2,-H,C12H24O2,-H,0.0
2017-01-05_08h08m58s,C8H5NO2,-H,C14H28O2,-H,0.0
2017-01-05_08h08m58s,C8H5NO2,-H,C15H22O2,-H,5.333333333333333
2017-01-05_08h08m58s,C8H5NO2,-H,C18H16NO4,-H,9.333333333333334
2017-01-05_08h08m58s,C8H5NO2,-H,C19H18N2O4,-H,8.333333333333334
2017-01-05_08h08m58s,C8H5NO2,-H,C7H5O4,-H,8.666666666666666
2017-01-05_08h08m58s,C8H5NO2,-H,C8H16O2,-H,1.6666666666666667
2017-01-09_12h43m03s,C9H18O2,-H,C15H22O2,-H,0.0
2017-01-09_12h43m03s,C9H18O2,-H,C15H30O2,-H,0.0
2017-01-09_12h43m03s,C9H18O2,-H,C16H32O2,-H,0.0
2017-01-09_12h43m03s,C9H18O2,-H,C6H8O7,-H,7.666666666666667
2017-01-09_12h43m03s,C9H18O2,-H,C7H6O4,-H,9.0
2017-01-09_12h43m03s,C9H18O2,-H,C8H14O3,-H,0.0
2017-01-09_12h43m03s,C9H18O2,-H,C9H19O11P,-H,5.333333333333333
2017-01-19_15h48m03s,C18H36O2,-H,C20H38O2,-H,10.0
2017-01-19_15h48m03s,C18H36O2,-H,C26H32O11,-H,10.0
2017-01-19_15h48m03s,C18H36O2,-H,C27H45O6,-H,0.6666666666666666
2017-01-19_15h48m03s,C18H36O2,-H,C30H46O12,-H,10.0
2017-01-19_15h48m03s,C18H36O2,-H,C42H81NO12S,-H,10.0
2017-01-19_15h48m03s,C18H36O2,-H,C45H78NO7P,-H,2.3333333333333335
2017-01-19_15h48m03s,C18H36O2,-H,C45H80NO8P,-H,2.0
2017-01-19_15h48m03s,C18H36O2,-H,C46H78NO10P,-H,1.3333333333333333
2017-01-19_15h48m03s,C18H36O2,-H,C47H83O13P,-H,0.6666666666666666
2017-01-19_15h48m03s,C18H36O2,-H,C48H76O21,-H,10.0
2017-01-20_17h52m13s,C12H10N2O,-H,C11H10N2,-H,2.0
2017-01-20_17h52m13s,C12H10N2O,-H,C11H9NO3,-H,1.0
2017-01-20_17h52m13s,C12H10N2O,-H,C12H11NO4,-H,0.6666666666666666
2017-01-20_17h52m13s,C12H10N2O,-H,C12H14N2O3,-H,8.333333333333334
2017-01-20_17h52m13s,C12H10N2O,-H,C12H16N2O3,-H,8.333333333333334
2017-01-20_17h52m13s,C12H10N2O,-H,C12H16N2O4,-H,2.3333333333333335
2017-01-20_17h52m13s,C12H10N2O,-H,C13H16N2O2,-H,8.333333333333334
2017-01-20_17h52m13s,C12H10N2O,-H,C15H18N2O3,-H,3.6666666666666665
2017-01-20_17h52m13s,C12H10N2O,-H,C27H38O6,-H,8.0
2017-01-20_17h52m13s,C12H10N2O,-H,C27H38O7,-H,6.666666666666667
2017-01-20_17h52m13s,C12H13NO4,-H,C12H10N2,-H,7.333333333333333
2017-01-20_17h52m13s,C12H13NO4,-H,C12H13NO4,-H,0.0
2017-01-20_17h52m13s,C12H13NO4,-H,C13H16N2,-H,5.333333333333333
2017-01-20_17h52m13s,C12H13NO4,-H,C14H18N2O3,-H,1.0
2017-01-20_17h52m13s,C12H13NO4,-H,C14H8N2,-H,9.666666666666666
2017-01-20_17h52m13s,C12H13NO4,-H,C15H18N2O3,-H,3.0
2017-01-20_17h52m13s,C12H13NO4,-H,C16H16F3NO,-H,7.333333333333333
2017-01-20_17h52m13s,C12H13NO4,-H,C16H17N3O2S,-H,9.666666666666666
2017-01-20_17h52m13s,C12H13NO4,-H,C26H34O6,-H,2.3333333333333335
2017-01-20_17h52m13s,C12H13NO4,-H,C9H11NO2,-H,2.3333333333333335
2017-01-26_09h08m49s,C45H78NO7P,-H,C18H13N3O,-H,9.666666666666666
2017-01-26_09h08m49s,C45H78NO7P,-H,C21H41O6P,-H,4.666666666666667
2017-01-26_09h08m49s,C45H78NO7P,-H,C24H47NO10S,-H,8.333333333333334
2017-01-26_09h08m49s,C45H78NO7P,-H,C39H73O8P,-H,3.6666666666666665
2017-01-26_09h08m49s,C45H78NO7P,-H,C42H81NO11S,-H,8.666666666666666
2017-01-26_09h08m49s,C45H78NO7P,-H,C45H78NO8P,-H,0.0
2017-01-26_09h08m49s,C45H78NO7P,-H,C45H79O13P,-H,2.0
2017-01-26_09h08m49s,C45H78NO7P,-H,C46H89NO12S,-H,8.0
2017-01-26_09h08m49s,C45H78NO7P,-H,C48H93NO12S,-H,7.666666666666667
2017-02-09_16h35m32s,C14H10,+H,C10H14O10,+H,3.0
2017-02-09_16h35m32s,C14H10,+H,C11H20O16P2,+H,6.833333333333333
2017-02-09_16h35m32s,C14H10,+H,C13H8O,+H,0.6666666666666666
2017-02-09_16h35m32s,C14H10,+H,C15H18O6,+H,0.3333333333333333
2017-02-09_16h35m32s,C14H10,+H,C17H20O5,+H,2.0
2017-02-09_16h35m32s,C14H10,+H,C19H12O2,+H,6.333333333333333
2017-02-09_16h35m32s,C14H10,+H,C20H12O5,+H,4.666666666666667
2017-02-09_16h35m32s,C14H10,+H,C25H28N6O,+H,8.0
2017-02-22_15h01m27s,C18H36O2,-H,C16H20O11,-H,6.0
2017-02-22_15h01m27s,C18H36O2,-H,C18H22O11,-H,6.0
2017-02-22_15h01m27s,C18H36O2,-H,C21H44NO7P,-H,3.0
2017-02-22_15h01m27s,C18H36O2,-H,C22H20O11,-H,6.0
2017-02-22_15h01m27s,C18H36O2,-H,C24H22O11,-H,6.0
2017-02-22_15h01m27s,C18H36O2,-H,C26H45NO7S,-H,6.666666666666667
2017-02-22_15h01m27s,C18H36O2,-H,C27H53O12P,-H,0.6666666666666666
2017-02-22_15h01m27s,C18H36O2,-H,C37H71O8P,-H,5.0
2017-02-22_15h01m27s,C18H36O2,-H,C39H74NO8P,-H,6.0
2017-02-22_15h01m27s,C18H36O2,-H,C47H84O16P2,-H,1.6666666666666667
2017-02-22_15h01m27s,C49H87O13P,-H,C14H18N2O3,-H,5.0
2017-02-22_15h01m27s,C49H87O13P,-H,C17H28O3S,-H,6.5
2017-02-22_15h01m27s,C49H87O13P,-H,C18H24O11,-H,3.0
2017-02-22_15h01m27s,C49H87O13P,-H,C20H20N2O4,-H,6.0
2017-02-22_15h01m27s,C49H87O13P,-H,C20H32O2,-H,1.5
2017-02-22_15h01m27s,C49H87O13P,-H,C21H13N,-H,2.5
2017-02-22_15h01m27s,C49H87O13P,-H,C22H20O11,-H,4.0
2017-02-22_15h01m27s,C49H87O13P,-H,C24H24O11,-H,3.5
2017-02-22_15h01m27s,C49H87O13P,-H,C25H49O12P,-H,0.5
2017-02-22_15h01m27s,C49H87O13P,-H,C45H79O13P,-H,0.0
2017-02-23_10h06m16s,C16H12O4,+H,C14H19NO9S2,+Na,0.5
2017-02-23_10h06m16s,C16H12O4,+H,C18H14O6,+Na,0.0
2017-02-23_10h06m16s,C16H12O4,+H,C21H14O10,+Na,0.5
2017-02-23_10h06m16s,C16H12O4,+H,C41H76NO8P,+Na,6.0
2017-02-23_10h06m16s,C16H12O4,+H,C43H74NO7P,+Na,6.5
2017-02-23_10h06m16s,C16H12O4,+H,C43H82NO10P,+Na,6.5
2017-02-23_10h06m16s,C16H12O4,+H,C44H84NO8P,+Na,5.5
2017-02-23_10h06m16s,C16H12O4,+H,C45H78NO7P,+Na,5.5
2017-02-23_10h06m16s,C16H12O4,+H,C46H86NO7P,+Na,6.0
2017-02-23_10h06m16s,C16H12O4,+H,C48H86NO8P,+Na,6.0
2017-02-23_12h32m41s,C10H11NO,+Na,C10H16O2,+Na,10.0
2017-02-23_12h32m41s,C10H11NO,+Na,C12H22O11,+Na,2.0
2017-02-23_12h32m41s,C10H11NO,+Na,C13H10O6,+Na,10.0
2017-02-23_12h32m41s,C10H11NO,+Na,C13H28O4,+Na,10.0
2017-02-23_12h32m41s,C10H11NO,+Na,C18H18O8,+Na,10.0
2017-02-23_12h32m41s,C10H11NO,+Na,C18H33NO,+H,2.0
2017-02-23_12h32m41s,C10H11NO,+Na,C24H38O4,+Na,10.0
2017-02-23_12h32m41s,C10H11NO,+Na,C24H50NO7P,+H,0.5
2017-02-23_12h32m41s,C10H11NO,+Na,C26H54NO7P,+Na,0.0
2017-02-23_12h32m41s,C10H11NO,+Na,C30H22O13,+H,10.0
2017-03-03_05h57m45s,C25H32N3O4,+Na,C26H50NO7P,+H,0.3333333333333333
2017-03-03_05h57m45s,C25H32N3O4,+Na,C26H54NO7P,+H,0.3333333333333333
2017-03-03_05h57m45s,C25H32N3O4,+Na,C38H76NO8P,+Na,4.666666666666667
2017-03-03_05h57m45s,C25H32N3O4,+Na,C39H73O8P,+Na,4.0
2017-03-03_05h57m45s,C25H32N3O4,+Na,C39H79N2O6P,+Na,5.0
2017-03-03_05h57m45s,C25H32N3O4,+Na,C40H80NO8P,+H,4.333333333333333
2017-03-03_05h57m45s,C25H32N3O4,+Na,C42H84NO7P,+H,2.0
2017-03-03_05h57m45s,C25H32N3O4,+Na,C48H92NO11S,+H,2.6666666666666665
2017-03-03_05h57m45s,C25H32N3O4,+Na,C57H88O6,+Na,4.666666666666667
2017-03-03_05h57m45s,C25H32N3O4,+Na,C59H90O6,+Na,2.6666666666666665
2017-03-10_22h42m56s,C16H30O2,-H,C14H28O2,-H,10.0
2017-03-10_22h42m56s,C16H30O2,-H,C16H30O2,-H,1.0
2017-03-10_22h42m56s,C16H30O2,-H,C16H32O2,-H,2.1666666666666665
2017-03-10_22h42m56s,C16H30O2,-H,C18H30O3S,-H,10.0
2017-03-10_22h42m56s,C16H30O2,-H,C42H83NO3,+Cl,0.3333333333333333
2017-03-10_22h42m56s,C16H30O2,-H,C43H78NO7P,-H,3.3333333333333335
2017-03-10_22h42m56s,C16H30O2,-H,C46H79O8P,-H,7.666666666666667
2017-03-10_22h42m56s,C16H30O2,-H,C4H6O4,-H,10.0
2017-03-10_22h42m56s,C16H30O2,-H,C9H18O9,-H,10.0
2017-03-10_23h14m03s,C20H32O2,-H,C10H20O2,-H,10.0
2017-03-10_23h14m03s,C20H32O2,-H,C26H45NO7S,-H,10.0
2017-03-10_23h14m03s,C20H32O2,-H,C27H46O4S,-H,1.3333333333333333
2017-03-10_23h14m03s,C20H32O2,-H,C45H81O13P,-H,1.6666666666666667
2017-03-10_23h14m03s,C20H32O2,-H,C45H83O13P,-H,1.3333333333333333
2017-03-10_23h14m03s,C20H32O2,-H,C47H83O13P,-H,0.3333333333333333
2017-03-10_23h14m03s,C20H32O2,-H,C5H4O5,-H,8.0
2017-03-10_23h14m03s,C20H32O2,-H,C6H8O6,-H,5.666666666666667
2017-03-10_23h14m03s,C20H32O2,-H,C6H8O7,+Cl,6.333333333333333
2017-03-10_23h14m03s,C20H32O2,-H,C8H16O2,-H,10.0
2017-03-10_23h14m25s,C18H34O2,-H,C13H26O2,-H,10.0
2017-03-10_23h14m25s,C18H34O2,-H,C18H13NO4,-H,9.0
2017-03-10_23h14m25s,C18H34O2,-H,C18H34O2,-H,0.0
2017-03-10_23h14m25s,C18H34O2,-H,C18H36O2,-H,4.333333333333333
2017-03-10_23h14m25s,C18H34O2,-H,C21H38O4,+Cl,2.0
2017-03-10_23h14m25s,C18H34O2,-H,C22H40O2,-H,1.3333333333333333
2017-03-10_23h14m25s,C18H34O2,-H,C37H70O5,+Cl,4.333333333333333
2017-03-10_23h14m25s,C18H34O2,-H,C40H77O10P,-H,2.0
2017-03-10_23h14m25s,C18H34O2,-H,C43H80NO8P,-H,7.666666666666667
2017-03-10_23h14m25s,C18H34O2,-H,C46H79O10P,-H,5.333333333333333
2017-03-10_23h14m51s,C12H24O2,-H,C20H30O2,-H,1.3333333333333333
2017-03-10_23h14m51s,C12H24O2,-H,C24H40O2,-H,3.6666666666666665
2017-03-10_23h14m51s,C12H24O2,-H,C36H71NO3,+Cl,2.3333333333333335
2017-03-10_23h14m51s,C12H24O2,-H,C40H77O10P,-H,0.0
2017-03-10_23h14m51s,C12H24O2,-H,C41H81NO3,+Cl,3.0
2017-03-10_23h14m51s,C12H24O2,-H,C42H75O10P,-H,3.3333333333333335
2017-03-10_23h14m51s,C12H24O2,-H,C43H76NO7P,-H,10.0
2017-03-10_23h14m51s,C12H24O2,-H,C6H12O6,-H,10.0
2017-03-10_23h14m51s,C12H24O2,-H,C6H5NO3,-H,10.0
2017-03-10_23h14m51s,C12H24O2,-H,C9H18O2,-H,8.333333333333334
2017-03-10_23h14m51s,C47H94NO9P,-H,C13H26O2,-H,10.0
2017-03-10_23h14m51s,C47H94NO9P,-H,C18H13NO4,-H,8.0
2017-03-10_23h14m51s,C47H94NO9P,-H,C21H38O4,+Cl,4.0
2017-03-10_23h14m51s,C47H94NO9P,-H,C22H36O2,-H,0.3333333333333333
2017-03-10_23h14m51s,C47H94NO9P,-H,C24H46O2,-H,6.333333333333333
2017-03-10_23h14m51s,C47H94NO9P,-H,C35H69NO3,+Cl,1.6666666666666667
2017-03-10_23h14m51s,C47H94NO9P,-H,C36H68O4,-H,2.3333333333333335
2017-03-10_23h14m51s,C47H94NO9P,-H,C41H79O13P,-H,8.0
2017-03-10_23h14m51s,C47H94NO9P,-H,C44H82NO10P,-H,10.0
2017-03-10_23h14m51s,C47H94NO9P,-H,C6H9N3O2,-H,10.0
2017-03-10_23h20m24s,C6H5NO3,-H,C11H22O2,-H,0.3333333333333333
2017-03-10_23h20m24s,C6H5NO3,-H,C13H26O2,-H,0.6666666666666666
2017-03-10_23h20m24s,C6H5NO3,-H,C15H22O2,-H,7.666666666666667
2017-03-10_23h20m24s,C6H5NO3,-H,C16H32O2,-H,10.0
2017-03-10_23h20m24s,C6H5NO3,-H,C17H32O2,-H,1.6666666666666667
2017-03-10_23h20m24s,C6H5NO3,-H,C23H25NO6,-H,10.0
2017-03-10_23h20m24s,C6H5NO3,-H,C26H45NO7S,-H,10.0
2017-03-10_23h20m24s,C6H5NO3,-H,C41H76NO7P,-H,10.0
2017-03-10_23h20m24s,C6H5NO3,-H,C5H4N4O3,-H,10.0
2017-03-10_23h20m53s,C8H16O2,-H,C15H30O2,-H,1.6666666666666667
2017-03-10_23h20m53s,C8H16O2,-H,C17H28O3S,-H,1.3333333333333333
2017-03-10_23h20m53s,C8H16O2,-H,C18H32O2,-H,10.0
2017-03-10_23h20m53s,C8H16O2,-H,C42H78NO10P,-H,10.0
2017-03-10_23h20m53s,C8H16O2,-H,C45H83O13P,-H,10.0
2017-03-10_23h20m53s,C8H16O2,-H,C6H14O10P2,-H,10.0
2017-03-10_23h20m53s,C8H16O2,-H,C6H8O6,-H,10.0
2017-03-10_23h20m53s,C8H16O2,-H,C8H16O2,-H,0.0
2017-03-10_23h20m53s,C8H16O2,-H,C9H12N2O6,+Cl,10.0
2017-03-10_23h21m34s,C38H75NO3,+Cl,C12H24O2,-H,10.0
2017-03-10_23h21m34s,C38H75NO3,+Cl,C15H30O2,-H,8.333333333333334
2017-03-10_23h21m34s,C38H75NO3,+Cl,C16H32O2,-H,8.0
2017-03-10_23h21m34s,C38H75NO3,+Cl,C17H28O3S,-H,10.0
2017-03-10_23h21m34s,C38H75NO3,+Cl,C18H34O2,-H,4.0
2017-03-10_23h21m34s,C38H75NO3,+Cl,C34H67NO3,+Cl,0.0
2017-03-10_23h21m34s,C38H75NO3,+Cl,C39H74NO7P,-H,5.0
2017-03-10_23h21m34s,C38H75NO3,+Cl,C41H74NO7P,-H,4.333333333333333
2017-03-10_23h21m34s,C38H75NO3,+Cl,C6H7NO4,-H,10.0
2017-03-10_23h21m34s,C38H75NO3,+Cl,C8HF15O2,-H,10.0
2017-03-12_13h37m09s,C10H7NO2,-H,C10H10N2O,-H,0.0
2017-03-12_13h37m09s,C10H7NO2,-H,C10H10N2O3S,-H,8.333333333333334
2017-03-12_13h37m09s,C10H7NO2,-H,C10H8N2O2,-H,2.6666666666666665
2017-03-12_13h37m09s,C10H7NO2,-H,C14H8N2,-H,8.0
2017-03-12_13h37m09s,C10H7NO2,-H,C19H16O4,-H,6.666666666666667
2017-03-12_13h37m09s,C10H7NO2,-H,C19H18O7,-H,3.3333333333333335
2017-03-12_13h37m09s,C10H7NO2,-H,C19H20O6,-H,3.0
2017-03-12_13h37m09s,C10H7NO2,-H,C19H20O7,-H,4.333333333333333
2017-03-12_13h37m09s,C10H7NO2,-H,C19H22O5,-H,1.3333333333333333
2017-03-12_13h37m09s,C10H7NO2,-H,C20H14O4,-H,8.333333333333334
2017-03-14_05h52m34s,C37H71O8P,-H,C21H43O7P,-H,7.0
2017-03-14_05h52m34s,C37H71O8P,-H,C22H36O2,-H,2.0
2017-03-14_05h52m34s,C37H71O8P,-H,C37H71O8P,-H,0.3333333333333333
2017-03-14_05h52m34s,C37H71O8P,-H,C43H74NO7P,-H,2.3333333333333335
2017-03-14_05h52m34s,C37H71O8P,-H,C43H82NO7P,-H,10.0
2017-03-14_05h52m34s,C37H71O8P,-H,C43H84NO8P,-H,4.666666666666667
2017-03-14_05h52m34s,C37H71O8P,-H,C44H84NO10P,-H,10.0
2017-03-14_05h52m34s,C37H71O8P,-H,C45H82NO8P,-H,4.333333333333333
2017-03-14_05h52m34s,C37H71O8P,-H,C73H131N3O31,-H,1.3333333333333333
2017-03-14_05h52m34s,C41H74NO7P,-H,C39H69O8P,-H,4.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C39H76NO7P,-H,10.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C41H79O8P,-H,10.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C43H74NO8P,-H,0.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C43H82NO8P,-H,7.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C45H81O13P,-H,4.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C45H82NO7P,-H,4.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C46H76NO10P,-H,4.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C53H94NO10P,-H,10.0
2017-03-14_05h52m34s,C41H74NO7P,-H,C73H131N3O31,-H,0.0
2017-03-14_05h58m20s,C38H74NO6P,+K,C38H71NO13,+Na,5.666666666666667
2017-03-14_05h58m20s,C38H74NO6P,+K,C41H81N2O6P,+K,4.0
2017-03-14_05h58m20s,C38H74NO6P,+K,C41H82NO8P,+H,3.6666666666666665
2017-03-14_05h58m20s,C38H74NO6P,+K,C42H82NO6P,+K,9.0
2017-03-14_05h58m20s,C38H74NO6P,+K,C42H84NO7P,+K,8.666666666666666
2017-03-14_05h58m20s,C38H74NO6P,+K,C43H87N2O6P,+H,9.0
2017-03-14_05h58m20s,C38H74NO6P,+K,C44H84NO8P,+Na,5.333333333333333
2017-03-14_05h58m20s,C38H74NO6P,+K,C44H86NO8P,+Na,5.666666666666667
2017-03-14_05h58m20s,C38H74NO6P,+K,C48H78O10P,+H,3.6666666666666665
2017-03-14_05h58m20s,C38H74NO6P,+K,C62H114N2O23,+Na,8.0
2017-03-14_06h00m36s,C22H32O2,-H,C39H76NO7P,-H,8.0
2017-03-14_06h00m36s,C22H32O2,-H,C40H81N2O6P,-H,1.3333333333333333
2017-03-14_06h00m36s,C22H32O2,-H,C42H78NO10P,-H,3.3333333333333335
2017-03-14_06h00m36s,C22H32O2,-H,C42H82NO8P,-H,3.0
2017-03-14_06h00m36s,C22H32O2,-H,C43H74NO7P,-H,1.6666666666666667
2017-03-14_06h00m36s,C22H32O2,-H,C43H76NO7P,-H,7.666666666666667
2017-03-14_06h00m36s,C22H32O2,-H,C43H84NO8P,-H,8.666666666666666
2017-03-14_06h00m36s,C22H32O2,-H,C45H82NO8P,-H,1.6666666666666667
2017-03-14_06h00m36s,C22H32O2,-H,C46H89NO12S,-H,8.333333333333334
2017-03-14_06h00m36s,C22H32O2,-H,C47H81O13P,-H,0.0
2017-03-20_16h31m31s,C9H10O2,+Na,C10H19NO7,+H,8.666666666666666
2017-03-20_16h31m31s,C9H10O2,+Na,C10H26N4,+H,7.0
2017-03-20_16h31m31s,C9H10O2,+Na,C3H8NO4P,+Na,0.3333333333333333
2017-03-20_16h31m31s,C9H10O2,+Na,C6H12O6,+K,6.333333333333333
2017-03-20_16h31m31s,C9H10O2,+Na,C6H12O6,+Na,6.333333333333333
2017-03-20_16h31m31s,C9H10O2,+Na,C6H14N2O2,+H,9.333333333333334
2017-03-20_16h31m31s,C9H10O2,+Na,C7H5O4,+Na,0.0
2017-03-20_16h31m31s,C9H10O2,+Na,C8H7NO,+Na,1.3333333333333333
2017-03-20_16h31m31s,C9H10O2,+Na,C9H8O5,+Na,6.666666666666667
2017-03-28_16h40m57s,C21H42NO7P,+Na,C24H38O4,+Na,7.0
2017-03-28_16h40m57s,C21H42NO7P,+Na,C24H50NO7P,+K,9.333333333333334
2017-03-28_16h40m57s,C21H42NO7P,+Na,C26H52NO7P,+H,9.666666666666666
2017-03-28_16h40m57s,C21H42NO7P,+Na,C29H46F2O3,+H,10.0
2017-03-28_16h40m57s,C21H42NO7P,+Na,C35H63NO3,+H,0.0
2017-03-28_16h40m57s,C21H42NO7P,+Na,C40H78NO8P,+Na,10.0
2017-03-28_16h40m57s,C21H42NO7P,+Na,C43H74NO7P,+Na,10.0
2017-03-28_16h40m57s,C21H42NO7P,+Na,C44H82NO8P,+Na,10.0
2017-03-28_16h40m57s,C21H42NO7P,+Na,C45H74NO7P,+Na,10.0
2017-03-28_16h40m57s,C21H42NO7P,+Na,C51H92O6,+Na,7.0
2017-03-30_04h00m35s,C46H82NO6P,+Na,C25H32O7,+Na,10.0
2017-03-30_04h00m35s,C46H82NO6P,+Na,C25H33NO5,+K,10.0
2017-03-30_04h00m35s,C46H82NO6P,+Na,C43H85NO9,+H,5.0
2017-03-30_04h00m35s,C46H82NO6P,+Na,C43H86NO7P,+K,0.0
2017-03-30_04h00m35s,C46H82NO6P,+Na,C43H86NO8P,+Na,5.333333333333333
2017-03-30_04h00m35s,C46H82NO6P,+Na,C45H84NO8P,+H,5.333333333333333
2017-03-30_04h00m35s,C46H82NO6P,+Na,C46H77NO8,+H,1.0
2017-03-30_04h00m35s,C46H82NO6P,+Na,C49H86O4,+Na,1.6666666666666667
2017-04-10_16h37m41s,C24H29NO7,+Na,C25H32O6,+K,0.0
2017-04-10_16h37m41s,C24H29NO7,+Na,C26H25FN4O2,+Na,0.0
2017-04-10_16h37m41s,C24H29NO7,+Na,C28H52NO7P,+Na,10.0
2017-04-10_16h37m41s,C24H29NO7,+Na,C39H73O8P,+Na,10.0
2017-04-10_16h37m41s,C24H29NO7,+Na,C40H80NO8P,+H,10.0
2017-04-10_16h37m41s,C24H29NO7,+Na,C41H78NO10P,+Na,10.0
2017-04-10_16h37m41s,C24H29NO7,+Na,C43H76NO10P,+H,10.0
2017-04-10_16h37m41s,C24H29NO7,+Na,C45H78NO7P,+Na,10.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C24H29NO7,+Na,0.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C25H32O6,+K,1.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C28H52NO7P,+Na,10.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C32H36N2O4,+Na,0.6666666666666666
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C39H73O8P,+Na,10.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C40H80NO8P,+H,10.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C41H78NO10P,+Na,10.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C43H76NO10P,+H,10.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C43H79NO8,+Na,10.0
2017-04-10_16h37m41s,C26H25FN4O2,+Na,C45H78NO7P,+Na,10.0
2017-05-04_14h09m49s,C19H22O4,-H,C11H10O6,-H,9.0
2017-05-04_14h09m49s,C19H22O4,-H,C14H10NO3,-H,5.666666666666667
2017-05-04_14h09m49s,C19H22O4,-H,C19H18O4,-H,0.6666666666666666
2017-05-04_14h09m49s,C19H22O4,-H,C19H18O8,-H,2.0
2017-05-04_14h09m49s,C19H22O4,-H,C19H22O4,-H,0.6666666666666666
2017-05-04_14h09m49s,C19H22O4,-H,C20H15N3O2,-H,1.0
2017-05-04_14h09m49s,C19H22O4,-H,C20H18N4,-H,0.3333333333333333
2017-05-04_14h09m49s,C19H22O4,-H,C20H38O7S,-H,3.0
2017-05-04_14h09m49s,C19H22O4,-H,C21H41O6P,-H,9.333333333333334
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C26H52NO7P,+H,1.3333333333333333
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C28H20O14,+K,9.0
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C29H50O10P,+H,3.3333333333333335
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C37H71O8P,+Na,2.6666666666666665
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C40H80NO8P,+H,3.0
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C40H80NO8P,+K,3.0
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C42H78NO8P,+H,3.3333333333333335
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C42H82NO8P,+H,0.6666666666666666
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C42H82NO8P,+K,0.6666666666666666
2017-05-10_05h00m43s,C41H83N2O6P,+Na,C44H80NO8P,+H,0.6666666666666666
2017-05-10_05h25m45s,C21H38O3,+H,C21H14O10,+K,8.0
2017-05-10_05h25m45s,C21H38O3,+H,C26H48O10P,+H,0.0
2017-05-10_05h25m45s,C21H38O3,+H,C36H68NO6P,+Na,9.333333333333334
2017-05-10_05h25m45s,C21H38O3,+H,C42H76O10P,+H,7.0
2017-05-10_05h25m45s,C21H38O3,+H,C43H74NO7P,+Na,5.666666666666667
2017-05-10_05h25m45s,C21H38O3,+H,C44H86NO8P,+K,3.6666666666666665
2017-05-10_05h25m45s,C21H38O3,+H,C45H74NO7P,+H,6.666666666666667
2017-05-10_05h25m45s,C21H38O3,+H,C46H78NO8P,+H,6.666666666666667
2017-05-10_05h25m45s,C21H38O3,+H,C46H82NO8P,+H,1.6666666666666667
2017-05-10_05h25m45s,C21H38O3,+H,C47H93N2O6P,+Na,1.3333333333333333
2017-05-10_11h24m21s,C10H8N2,-H,C10H8N2,-H,0.0
2017-05-10_11h24m21s,C10H8N2,-H,C12H22O11,+Cl,9.0
2017-05-10_11h24m21s,C10H8N2,-H,C12H22O11,-H,9.0
2017-05-10_11h24m21s,C10H8N2,-H,C14H26O13,-H,9.0
2017-05-10_11h24m21s,C10H8N2,-H,C17H12N2O4,-H,1.3333333333333333
2017-05-10_11h24m21s,C10H8N2,-H,C18H30O3S,-H,7.666666666666667
2017-05-10_11h24m21s,C10H8N2,-H,C20H15N3O2,-H,1.6666666666666667
2017-05-10_11h24m21s,C10H8N2,-H,C20H16N4,-H,0.0
2017-05-10_11h24m21s,C10H8N2,-H,C7H6O4,-H,3.6666666666666665
2017-05-10_11h24m21s,C7H6O4,-H,C10H8N2,-H,1.0
